Site_Name,Date,Commodity,Production_Tons,Operational_Cost_AUD,Safety_Incidents,Equipment_Uptime_Pct,Revenue_AUD
Olympic Dam,2025-10-04,Coal,23958.54,198111.72,1,85.35,3396548.49
Kalgoorlie Gold,2025-11-03,Coal,42747.77,279363.14,0,96.0,6060255.49
Olympic Dam,2025-02-28,Iron Ore,44470.42,228214.47,0,89.5,6304471.72
Pilbara Iron,2026-02-27,Iron Ore,15943.1,397767.7,0,85.52,2260217.53
Greenbushes Lithium,2025-07-02,Gold,29775.68,488487.96,0,97.85,4221231.38
Kalgoorlie Gold,2025-02-10,Lithium,13662.19,275213.46,0,86.95,1936858.04
Greenbushes Lithium,2025-02-08,Gold,9584.54,444413.36,0,92.72,1358778.74
Olympic Dam,2026-02-01,Copper,46000.42,326345.23,0,88.84,6521376.38
Kalgoorlie Gold,2025-07-11,Iron Ore,41922.84,162894.27,0,85.91,5943307.01
Hunter Coal,2025-09-24,Coal,39201.57,376249.1,0,85.7,5557518.67
Greenbushes Lithium,2025-05-27,Iron Ore,7194.48,305373.8,0,86.62,1019945.3
Kalgoorlie Gold,2026-01-30,Coal,42967.8,360242.61,0,86.0,6091448.65
Greenbushes Lithium,2025-11-29,Copper,24711.98,455874.97,0,95.65,3503361.99
Kalgoorlie Gold,2025-05-07,Copper,20407.78,276173.83,0,91.8,2893165.2
Pilbara Iron,2025-02-15,Iron Ore,29591.44,460471.05,0,89.8,4195112.09
Greenbushes Lithium,2025-02-14,Coal,9110.9,400267.61,0,90.86,1291631.86
Hunter Coal,2025-01-01,Copper,39049.09,295441.97,0,98.01,5535901.92
Hunter Coal,2025-06-17,Gold,31209.58,341288.85,0,97.75,4424512.17
Olympic Dam,2025-04-18,Gold,13396.55,230232.45,0,95.02,1899198.85
Kalgoorlie Gold,2025-01-19,Coal,13470.45,493438.92,0,97.39,1909675.49
Greenbushes Lithium,2025-11-28,Iron Ore,13291.19,366940.47,0,89.48,1884262.2
Olympic Dam,2025-03-13,Copper,7565.11,117538.74,0,90.34,1072488.68
Greenbushes Lithium,2026-03-21,Iron Ore,31450.93,230648.76,0,93.59,4458727.82
Kalgoorlie Gold,2025-04-19,Gold,42815.67,349325.77,0,93.73,6069881.52
Hunter Coal,2025-09-25,Copper,5787.42,122533.31,0,91.74,820469.55
Pilbara Iron,2026-03-21,Iron Ore,7205.21,109553.68,0,90.61,1021466.46
Hunter Coal,2025-08-28,Lithium,30774.66,280009.7,0,98.81,4362854.53
Olympic Dam,2026-02-21,Coal,41877.31,233076.07,0,96.5,5936852.33
Pilbara Iron,2025-10-28,Coal,19703.25,275319.44,0,91.09,2793285.57
Olympic Dam,2025-03-31,Lithium,20732.65,205077.32,0,95.18,2939221.3
Kalgoorlie Gold,2025-04-13,Gold,31835.59,165887.1,0,88.77,4513260.2
Pilbara Iron,2025-09-07,Copper,17339.58,375657.34,0,86.4,2458193.37
Olympic Dam,2025-01-08,Coal,6197.38,305828.45,0,89.93,878588.66
Kalgoorlie Gold,2025-06-02,Lithium,38085.28,180061.68,0,90.64,5399264.74
Hunter Coal,2025-12-13,Lithium,33154.25,227835.77,0,85.23,4700203.67
Kalgoorlie Gold,2025-06-23,Gold,31134.02,336723.16,0,96.41,4413800.2
Greenbushes Lithium,2025-12-09,Gold,38375.79,128891.74,0,90.03,5440449.69
Kalgoorlie Gold,2025-06-07,Iron Ore,35385.39,158981.2,0,93.13,5016507.39
Kalgoorlie Gold,2026-03-07,Coal,14264.69,129298.24,0,86.04,2022273.11
Greenbushes Lithium,2025-08-03,Iron Ore,20861.65,424926.93,0,87.45,2957509.34
Olympic Dam,2025-06-26,Lithium,10674.96,400963.69,0,97.46,1513365.14
Olympic Dam,2025-06-24,Copper,10843.57,401325.17,0,93.52,1537268.6
Kalgoorlie Gold,2025-12-06,Copper,35428.81,386530.14,0,98.3,5022662.94
Greenbushes Lithium,2025-12-04,Gold,43637.0,367754.17,0,98.98,6186319.63
Greenbushes Lithium,2025-05-26,Copper,48322.97,290796.77,0,90.21,6850639.09
Hunter Coal,2026-03-26,Copper,33275.62,356911.27,0,89.18,4717410.02
Olympic Dam,2025-11-20,Copper,13284.56,115344.62,0,97.02,1883322.28
Pilbara Iron,2025-06-10,Lithium,9754.27,348585.77,0,98.98,1382840.98
Olympic Dam,2025-05-07,Copper,41578.29,411151.08,0,93.81,5894460.93
Olympic Dam,2026-02-24,Copper,31044.04,300143.34,0,96.13,4401043.93
Hunter Coal,2025-03-23,Copper,32822.83,243005.33,0,95.94,4653219.0
Pilbara Iron,2025-05-27,Iron Ore,40165.79,210970.69,0,89.97,5694213.97
Hunter Coal,2025-08-27,Lithium,36647.48,357120.82,0,93.04,5195431.06
Pilbara Iron,2026-02-16,Gold,42550.62,377120.48,0,96.66,6032305.97
Kalgoorlie Gold,2026-02-28,Iron Ore,7529.63,448387.04,0,94.63,1067458.76
Pilbara Iron,2025-03-25,Coal,38638.43,236933.63,0,85.3,5477683.57
Hunter Coal,2025-04-23,Lithium,43288.37,407908.92,0,89.71,6136895.14
Olympic Dam,2025-08-13,Lithium,17876.08,324542.33,0,87.02,2534251.77
Pilbara Iron,2025-11-28,Coal,33820.13,453134.6,0,88.26,4794603.99
Pilbara Iron,2026-01-13,Coal,19137.29,311124.84,0,97.68,2713050.69
Greenbushes Lithium,2025-08-31,Coal,48108.7,307051.93,0,85.52,6820262.51
Olympic Dam,2025-05-23,Gold,6504.06,331150.83,0,88.08,922066.0
Kalgoorlie Gold,2025-02-10,Copper,31090.68,399726.14,0,89.33,4407655.98
Hunter Coal,2026-02-27,Lithium,12492.66,485876.19,0,93.64,1771056.39
Kalgoorlie Gold,2025-09-15,Copper,37049.91,129425.34,0,92.48,5252482.65
Olympic Dam,2026-03-23,Copper,12915.06,121373.84,0,88.06,1830939.09
Pilbara Iron,2025-10-12,Coal,15592.25,475020.13,0,87.3,2210478.32
Pilbara Iron,2025-04-15,Gold,27246.69,311950.25,0,88.32,3862702.14
Olympic Dam,2025-07-21,Iron Ore,46167.57,345961.21,0,92.04,6545072.87
Pilbara Iron,2026-03-26,Gold,14527.15,292969.44,0,88.8,2059481.48
Pilbara Iron,2025-11-03,Copper,11490.8,137462.98,0,98.27,1629024.95
Pilbara Iron,2025-11-27,Gold,39153.96,407235.75,0,91.49,5550769.1
Hunter Coal,2025-09-23,Coal,27527.88,398889.86,0,85.82,3902565.81
Hunter Coal,2026-02-02,Iron Ore,46030.33,224681.33,0,95.21,6525616.66
Greenbushes Lithium,2025-07-29,Coal,11597.66,222495.7,0,89.6,1644174.25
Kalgoorlie Gold,2025-02-20,Iron Ore,34066.76,435136.55,0,94.15,4829568.17
Olympic Dam,2025-04-28,Copper,15479.56,128942.9,1,88.91,2194502.51
Olympic Dam,2025-07-20,Iron Ore,12054.22,452442.06,0,92.99,1708899.74
Olympic Dam,2026-01-12,Iron Ore,35754.32,202664.68,0,95.81,5068809.76
Greenbushes Lithium,2025-02-08,Iron Ore,31715.81,337193.9,0,97.99,4496279.26
Hunter Coal,2025-01-28,Gold,38967.24,474397.67,0,88.66,5524298.23
Greenbushes Lithium,2025-09-16,Gold,18925.82,371249.0,0,89.69,2683071.06
Olympic Dam,2025-03-25,Copper,25158.72,265771.92,0,91.5,3566695.31
Kalgoorlie Gold,2025-06-04,Iron Ore,23246.23,375813.68,0,97.98,3295565.9
Pilbara Iron,2025-04-27,Lithium,49284.03,237591.85,0,97.62,6986886.41
Hunter Coal,2025-01-02,Copper,18151.2,210903.37,0,86.26,2573254.92
Hunter Coal,2025-04-03,Iron Ore,18266.78,498673.31,0,86.85,2589640.44
Greenbushes Lithium,2025-06-15,Iron Ore,20954.67,400316.09,0,91.94,2970696.57
Hunter Coal,2026-01-22,Gold,30406.73,357887.99,0,86.49,4310693.92
Olympic Dam,2026-02-04,Copper,16354.52,242115.86,0,89.84,2318543.62
Olympic Dam,2025-12-16,Iron Ore,46188.05,119664.33,0,87.08,6547976.27
Greenbushes Lithium,2025-10-23,Iron Ore,16955.85,112422.75,0,93.9,2403792.83
Olympic Dam,2025-09-15,Copper,45311.71,321672.5,0,98.29,6423739.51
Kalgoorlie Gold,2025-03-22,Lithium,9656.38,404813.09,0,98.95,1368963.34
Greenbushes Lithium,2026-03-01,Copper,34545.32,314951.68,0,90.25,4897412.55
Kalgoorlie Gold,2025-09-25,Copper,45814.35,436314.03,0,93.39,6494997.66
Pilbara Iron,2026-02-23,Lithium,12593.72,113370.61,0,96.99,1785383.44
Kalgoorlie Gold,2025-08-23,Copper,48574.71,246700.83,0,86.64,6886327.7
Pilbara Iron,2025-11-17,Iron Ore,25379.75,194828.16,0,94.65,3598030.24
Pilbara Iron,2025-11-07,Copper,47557.18,278909.19,0,90.72,6742074.76
Kalgoorlie Gold,2025-10-28,Lithium,35456.9,128950.56,0,87.89,5026645.2
Greenbushes Lithium,2025-12-23,Coal,18571.41,481652.66,0,90.64,2632827.15
Olympic Dam,2025-08-01,Copper,13473.61,189302.16,0,86.06,1910123.47
Olympic Dam,2025-03-03,Gold,18668.08,468923.11,0,94.74,2646531.84
Pilbara Iron,2025-02-18,Iron Ore,9185.78,270357.26,0,88.54,1302247.43
Pilbara Iron,2025-05-07,Iron Ore,11474.06,494209.65,0,89.36,1626651.75
Greenbushes Lithium,2025-08-11,Gold,9709.72,321623.35,0,86.7,1376525.23
Hunter Coal,2026-02-13,Gold,24032.46,472333.15,0,97.11,3407027.96
Kalgoorlie Gold,2025-10-06,Copper,40801.03,102139.6,0,91.91,5784270.52
Pilbara Iron,2026-02-12,Gold,11362.26,399295.52,0,93.01,1610802.12
Olympic Dam,2025-10-21,Coal,10864.42,461220.26,0,92.97,1540224.46
Greenbushes Lithium,2025-10-11,Lithium,33954.3,155888.23,1,90.75,4813624.97
Kalgoorlie Gold,2025-10-04,Gold,13873.23,138450.34,0,87.7,1966776.71
Greenbushes Lithium,2026-03-14,Gold,9392.45,269829.04,0,95.43,1331546.57
Kalgoorlie Gold,2025-04-17,Coal,12508.19,473471.56,0,86.78,1773258.05
Kalgoorlie Gold,2025-05-26,Iron Ore,46567.91,316954.62,0,86.45,6601828.17
Pilbara Iron,2026-02-24,Iron Ore,41966.21,310982.59,0,94.94,5949455.48
Greenbushes Lithium,2025-04-09,Copper,20932.91,156450.45,0,87.92,2967611.71
Greenbushes Lithium,2026-03-05,Coal,34511.93,100315.8,0,89.29,4892678.92
Olympic Dam,2026-01-10,Lithium,29177.41,424056.04,0,91.65,4136415.98
Olympic Dam,2025-03-14,Lithium,35470.59,135029.83,0,91.29,5028586.0
Pilbara Iron,2026-03-13,Coal,35720.2,353539.93,0,94.92,5063972.65
Pilbara Iron,2025-05-02,Lithium,33293.03,465846.58,0,93.73,4719878.2
Hunter Coal,2025-01-30,Iron Ore,16974.56,183460.77,0,94.02,2406445.3
Olympic Dam,2025-07-07,Lithium,6755.29,366109.13,0,95.0,957682.31
Kalgoorlie Gold,2025-12-30,Lithium,25500.51,131479.43,0,89.1,3615150.12
Greenbushes Lithium,2025-12-20,Coal,45093.82,341502.06,0,89.51,6392849.74
Pilbara Iron,2025-10-15,Coal,30627.38,165572.69,0,91.13,4341974.98
Greenbushes Lithium,2025-07-14,Lithium,42457.6,394381.42,0,89.3,6019118.74
Greenbushes Lithium,2025-06-05,Gold,49623.1,220492.52,0,98.79,7034955.6
Hunter Coal,2025-06-21,Coal,12362.73,285356.4,0,96.4,1752636.51
Olympic Dam,2025-12-01,Copper,36129.99,339772.22,0,87.31,5122067.66
Pilbara Iron,2025-02-10,Copper,35343.21,168509.36,0,85.08,5010527.62
Greenbushes Lithium,2025-03-04,Iron Ore,49098.0,396655.13,0,85.6,6960513.35
Pilbara Iron,2025-01-23,Lithium,49352.03,221056.14,0,88.42,6996526.62
Kalgoorlie Gold,2025-12-26,Gold,35900.54,364948.74,0,86.6,5089539.05
Hunter Coal,2025-03-16,Iron Ore,15962.67,163313.22,0,92.47,2262991.93
Kalgoorlie Gold,2025-02-17,Lithium,40935.01,375247.06,0,97.01,5803264.57
Pilbara Iron,2025-06-09,Coal,9816.31,151275.23,0,95.31,1391636.25
Pilbara Iron,2025-11-09,Copper,40131.47,270142.6,0,88.02,5689348.5
Olympic Dam,2025-04-28,Gold,45958.83,198882.43,0,90.59,6515480.26
Greenbushes Lithium,2025-04-10,Copper,22227.5,399350.1,0,92.11,3151142.83
Greenbushes Lithium,2026-01-15,Coal,33378.59,204814.0,0,96.34,4732007.85
Kalgoorlie Gold,2026-02-21,Lithium,24356.42,452686.92,2,96.75,3452955.04
Hunter Coal,2026-02-12,Coal,24699.43,456728.08,0,97.74,3501582.8
Greenbushes Lithium,2025-06-16,Coal,18966.69,178576.53,0,92.13,2688865.11
Olympic Dam,2025-10-17,Copper,39295.83,345538.38,0,94.72,5570881.7
Kalgoorlie Gold,2026-03-16,Gold,47127.95,135087.06,0,86.57,6681223.78
Kalgoorlie Gold,2025-06-05,Coal,47333.79,256614.84,1,92.91,6710405.26
Olympic Dam,2026-02-25,Copper,12865.16,385328.69,0,88.48,1823864.88
Hunter Coal,2025-01-07,Gold,44363.46,363769.3,0,91.04,6289308.24
Olympic Dam,2025-07-15,Lithium,38184.41,349880.27,0,93.88,5413318.17
Hunter Coal,2026-02-25,Lithium,16377.68,213016.35,0,88.6,2321826.97
Olympic Dam,2025-02-25,Iron Ore,8027.81,251209.98,0,85.73,1138084.62
Olympic Dam,2025-11-17,Copper,17059.88,141178.46,1,85.14,2418540.93
Pilbara Iron,2025-07-12,Gold,46049.37,387609.13,0,85.31,6528315.92
Kalgoorlie Gold,2025-02-16,Coal,33493.04,301555.52,0,85.12,4748233.17
Olympic Dam,2025-05-28,Lithium,37447.46,383506.25,0,86.54,5308842.43
Olympic Dam,2025-10-02,Gold,16571.86,199577.41,0,88.35,2349355.43
Greenbushes Lithium,2025-06-06,Copper,37372.47,229775.29,0,88.1,5298211.26
Kalgoorlie Gold,2025-07-21,Iron Ore,6265.47,233686.13,0,98.82,888241.63
Greenbushes Lithium,2026-03-20,Lithium,21889.46,110296.96,0,89.28,3103219.66
Kalgoorlie Gold,2026-02-06,Gold,33203.9,236419.15,0,86.78,4707242.44
Greenbushes Lithium,2026-02-23,Gold,11574.35,421321.83,2,92.64,1640869.64
Olympic Dam,2026-03-03,Gold,42035.16,458919.4,0,97.01,5959230.37
Olympic Dam,2025-05-06,Copper,15576.41,307287.33,0,94.49,2208232.71
Pilbara Iron,2026-01-30,Copper,34352.65,282200.68,0,89.15,4870098.15
Greenbushes Lithium,2025-11-01,Copper,23233.87,112329.85,0,92.86,3293813.65
Hunter Coal,2026-01-04,Coal,31821.96,451681.74,0,95.01,4511327.91
Pilbara Iron,2025-10-21,Gold,9835.27,105204.09,0,95.19,1394324.17
Greenbushes Lithium,2025-03-05,Lithium,5761.08,477900.03,0,94.33,816735.39
Greenbushes Lithium,2025-11-21,Copper,45930.4,295686.5,0,97.19,6511449.81
Pilbara Iron,2026-01-27,Copper,17133.35,236773.8,0,97.18,2428956.61
Olympic Dam,2026-02-22,Gold,41885.47,469687.37,0,93.11,5938009.15
Greenbushes Lithium,2025-06-25,Copper,49970.76,109756.4,0,91.02,7084242.58
Olympic Dam,2025-04-26,Coal,14514.41,332569.96,0,93.98,2057675.36
Pilbara Iron,2026-03-16,Coal,16932.68,319573.01,0,96.45,2400508.07
Olympic Dam,2025-07-23,Copper,34828.69,187728.16,0,85.08,4937585.28
Kalgoorlie Gold,2025-11-17,Gold,48445.19,271554.97,0,98.89,6867965.94
Hunter Coal,2025-01-31,Gold,46211.65,360905.6,0,87.56,6551321.99
Greenbushes Lithium,2026-01-23,Gold,27629.4,390852.48,0,91.58,3916958.08
Hunter Coal,2025-04-23,Iron Ore,40779.96,100286.74,0,97.21,5781283.48
Olympic Dam,2025-12-31,Copper,11108.56,474741.37,0,88.15,1574835.64
Greenbushes Lithium,2026-03-10,Gold,48984.72,165810.15,0,91.68,6944453.9
Olympic Dam,2025-11-21,Coal,48395.9,193432.17,0,86.86,6860978.21
Kalgoorlie Gold,2026-02-18,Lithium,12367.8,205389.38,0,90.53,1753355.27
Pilbara Iron,2026-01-11,Lithium,18474.04,115128.05,0,87.48,2619023.22
Greenbushes Lithium,2025-12-10,Gold,9506.97,149220.85,0,90.09,1347781.82
Kalgoorlie Gold,2026-03-19,Lithium,17227.29,494539.97,0,90.23,2442274.27
Kalgoorlie Gold,2025-03-08,Lithium,41718.01,226086.69,0,98.9,5914268.72
Greenbushes Lithium,2025-03-16,Iron Ore,22024.2,146120.44,0,98.93,3122321.44
Olympic Dam,2025-02-14,Coal,8977.86,142796.5,0,86.61,1272771.08
Kalgoorlie Gold,2025-09-17,Coal,20400.15,387783.99,0,95.16,2892083.52
Hunter Coal,2025-06-03,Iron Ore,49162.25,441827.47,0,85.72,6969621.93
Kalgoorlie Gold,2025-06-04,Iron Ore,33335.76,202780.92,1,85.42,4725935.94
Olympic Dam,2026-03-06,Lithium,23727.24,108363.8,0,86.47,3363757.6
Olympic Dam,2025-12-29,Copper,12494.23,189236.01,0,98.52,1771278.97
Hunter Coal,2026-03-24,Lithium,49377.96,122606.28,0,98.17,7000202.66
Kalgoorlie Gold,2025-08-22,Iron Ore,41938.21,141357.97,0,87.71,5945485.98
Olympic Dam,2025-02-20,Coal,17666.48,272603.25,0,87.26,2504537.25
Greenbushes Lithium,2025-11-02,Lithium,8153.09,191967.35,1,88.37,1155845.29
Pilbara Iron,2025-09-19,Copper,7548.15,306378.35,0,92.22,1070084.3
Pilbara Iron,2025-11-11,Lithium,10417.02,201397.5,0,92.98,1476797.56
Pilbara Iron,2025-05-05,Gold,31134.59,476214.92,0,88.1,4413881.0
Kalgoorlie Gold,2026-02-03,Lithium,46794.35,462377.59,0,95.59,6633930.06
Hunter Coal,2025-09-02,Iron Ore,27353.45,326722.44,0,89.33,3877837.26
Olympic Dam,2025-01-30,Coal,42932.55,241769.6,0,97.91,6086451.33
Greenbushes Lithium,2026-03-02,Coal,25064.9,252458.75,0,94.19,3553394.66
Greenbushes Lithium,2025-05-02,Iron Ore,36886.26,264740.91,0,91.11,5229282.36
Kalgoorlie Gold,2025-05-05,Gold,37934.27,391031.73,0,96.06,5377856.39
Pilbara Iron,2025-02-06,Iron Ore,12828.37,280655.6,0,96.45,1818649.25
Kalgoorlie Gold,2025-06-19,Lithium,21254.72,442691.98,0,89.07,3013233.99
Hunter Coal,2025-05-04,Iron Ore,33678.6,477637.91,0,89.76,4774539.6
Hunter Coal,2025-12-23,Iron Ore,8181.35,234378.46,0,98.1,1159851.64
Olympic Dam,2025-02-04,Gold,21269.31,324277.79,0,87.31,3015302.38
Olympic Dam,2025-03-28,Lithium,29065.98,138022.61,0,85.59,4120618.8
Hunter Coal,2025-05-14,Copper,49830.1,180187.62,0,91.36,7064301.53
Hunter Coal,2025-07-15,Copper,26354.01,265386.31,0,96.22,3736148.9
Hunter Coal,2025-10-01,Coal,41722.55,182481.09,0,95.8,5914912.35
Kalgoorlie Gold,2025-07-20,Iron Ore,24443.03,450624.2,2,97.87,3465233.55
Hunter Coal,2026-01-04,Coal,40837.58,163314.5,0,92.46,5789452.14
Greenbushes Lithium,2025-10-12,Gold,31793.67,282264.33,0,86.4,4507317.3
Pilbara Iron,2025-03-18,Copper,44896.79,342279.7,0,93.24,6364917.23
Hunter Coal,2025-02-28,Iron Ore,23492.41,376745.56,0,95.9,3330466.28
Pilbara Iron,2026-03-07,Gold,32193.7,253227.75,0,86.31,4564028.65
Kalgoorlie Gold,2025-05-06,Gold,33350.84,447639.63,0,87.42,4728073.8
Pilbara Iron,2026-02-05,Iron Ore,23782.23,327327.66,0,85.17,3371553.41
Kalgoorlie Gold,2025-04-19,Gold,11494.04,275803.11,2,93.31,1629484.27
Greenbushes Lithium,2025-08-12,Iron Ore,9210.17,126896.25,0,97.41,1305705.15
Kalgoorlie Gold,2025-10-05,Iron Ore,5750.22,285875.79,0,94.39,815195.79
Kalgoorlie Gold,2025-03-09,Lithium,44309.04,428294.34,0,98.75,6281593.23
Olympic Dam,2025-03-10,Coal,15641.37,345816.41,0,85.88,2217441.95
Hunter Coal,2025-06-14,Gold,14517.8,432864.98,0,97.64,2058155.95
Hunter Coal,2025-11-01,Gold,38121.59,297604.67,0,96.4,5404412.32
Greenbushes Lithium,2026-02-01,Lithium,19400.73,147384.68,0,89.4,2750397.98
Greenbushes Lithium,2025-06-11,Lithium,27772.01,105455.94,0,98.63,3937175.58
Hunter Coal,2025-12-31,Lithium,12313.0,221287.82,0,89.03,1745586.4
Olympic Dam,2025-12-08,Copper,48188.56,379196.19,1,97.45,6831584.09
Hunter Coal,2025-11-05,Copper,43321.16,416103.96,0,97.33,6141543.7
Olympic Dam,2026-01-14,Copper,43870.53,218301.13,0,95.61,6219426.66
Greenbushes Lithium,2025-12-09,Iron Ore,23304.82,298261.57,0,92.89,3303872.07
Pilbara Iron,2026-03-11,Gold,39306.25,268447.56,0,86.68,5572358.92
Greenbushes Lithium,2026-01-22,Coal,11474.43,264209.11,0,92.45,1626704.21
Greenbushes Lithium,2025-02-11,Iron Ore,5387.86,192539.49,0,90.0,763824.83
Kalgoorlie Gold,2025-12-20,Gold,5898.78,154548.44,0,96.09,836256.81
Kalgoorlie Gold,2026-02-20,Gold,31397.08,178675.42,0,95.61,4451093.62
Kalgoorlie Gold,2025-04-19,Lithium,25492.77,122132.95,0,97.75,3614052.83
Kalgoorlie Gold,2025-02-20,Lithium,28310.69,179252.3,0,85.21,4013543.03
Olympic Dam,2025-09-07,Iron Ore,5335.84,103680.36,0,96.33,756450.07
Hunter Coal,2025-12-07,Lithium,24020.9,350903.36,0,98.14,3405389.12
Pilbara Iron,2026-03-06,Gold,37313.07,226550.16,0,96.05,5289790.26
Greenbushes Lithium,2026-01-18,Lithium,24921.22,489257.88,0,86.82,3533025.47
Olympic Dam,2025-01-21,Copper,37949.86,177486.82,0,86.14,5380066.55
Pilbara Iron,2025-10-27,Lithium,15485.85,238331.43,0,85.29,2195394.23
Olympic Dam,2025-05-19,Gold,41591.39,243136.46,0,93.8,5896318.09
Olympic Dam,2025-12-25,Iron Ore,31479.41,103380.6,0,93.82,4462765.36
Greenbushes Lithium,2025-11-20,Coal,14484.34,435683.18,0,98.82,2053412.4
Hunter Coal,2026-01-20,Lithium,15652.42,112797.78,0,90.57,2219008.48
Kalgoorlie Gold,2025-04-02,Gold,33261.37,476071.93,0,89.65,4715389.83
Hunter Coal,2026-03-23,Coal,42347.28,456829.74,0,93.74,6003478.92
Greenbushes Lithium,2025-10-07,Coal,23703.25,314208.77,0,96.56,3360356.6
Greenbushes Lithium,2025-05-05,Copper,16623.52,317438.23,0,98.11,2356679.15
Greenbushes Lithium,2026-02-01,Coal,44015.52,361511.17,0,96.24,6239981.56
Pilbara Iron,2025-04-21,Gold,35117.07,254820.0,0,90.97,4978468.26
Hunter Coal,2025-12-20,Gold,25163.85,358888.91,0,93.89,3567422.58
Hunter Coal,2025-05-19,Lithium,26955.51,117907.36,0,96.99,3821422.2
Olympic Dam,2026-03-11,Lithium,14191.54,121619.05,0,91.87,2011902.8
Olympic Dam,2025-09-30,Lithium,33206.12,282892.17,0,88.03,4707557.17
Olympic Dam,2025-04-09,Coal,21143.41,319848.92,0,87.38,2997453.82
Greenbushes Lithium,2025-09-09,Coal,49804.03,455127.06,0,85.0,7060605.64
Hunter Coal,2025-12-04,Copper,26608.26,141864.25,0,95.06,3772193.35
Greenbushes Lithium,2025-04-14,Lithium,26864.85,429059.17,0,86.56,3808569.54
Pilbara Iron,2025-08-02,Iron Ore,30463.33,184018.93,0,88.41,4318717.98
Olympic Dam,2025-09-06,Copper,46254.02,257633.46,0,89.17,6557328.69
Greenbushes Lithium,2025-06-01,Iron Ore,41036.81,226640.97,0,92.85,5817696.53
Greenbushes Lithium,2025-09-07,Coal,25300.85,260062.11,0,90.57,3586844.77
Pilbara Iron,2025-10-02,Copper,37341.47,160198.2,0,94.45,5293816.46
Kalgoorlie Gold,2025-06-14,Copper,31380.6,301428.03,0,85.78,4448757.29
Hunter Coal,2025-12-07,Gold,27156.52,420657.04,0,86.74,3849918.94
Kalgoorlie Gold,2025-01-08,Coal,13654.21,276613.6,0,91.99,1935726.73
Olympic Dam,2025-10-11,Coal,25877.13,296245.43,0,89.72,3668542.69
Greenbushes Lithium,2025-01-05,Copper,16061.84,439507.03,0,89.14,2277051.04
Pilbara Iron,2025-05-25,Coal,46167.9,382423.25,0,85.94,6545119.65
Pilbara Iron,2025-04-11,Copper,20093.31,296181.76,0,97.54,2848583.5
Hunter Coal,2025-06-13,Gold,47851.88,203078.26,0,94.69,6783853.72
Kalgoorlie Gold,2026-01-09,Copper,28987.49,453970.7,0,86.7,4109491.45
Hunter Coal,2025-05-27,Coal,33419.5,330808.16,0,85.91,4737807.57
Greenbushes Lithium,2025-03-05,Coal,29432.32,188459.04,0,98.65,4172554.0
Hunter Coal,2025-04-01,Copper,10822.13,207647.9,0,94.54,1534229.1
Pilbara Iron,2025-04-27,Copper,21911.95,421253.24,0,90.84,3106408.01
Pilbara Iron,2025-12-20,Copper,9461.58,117658.22,0,94.82,1341346.98
Olympic Dam,2025-09-24,Lithium,33032.93,496836.87,0,95.59,4683004.41
Olympic Dam,2025-11-06,Coal,25109.34,152140.67,0,95.92,3559694.82
Greenbushes Lithium,2025-06-22,Coal,40009.32,418427.41,0,91.69,5672031.57
Kalgoorlie Gold,2025-02-16,Lithium,14921.17,257910.13,0,91.02,2115340.81
Hunter Coal,2025-05-20,Copper,12405.47,296886.47,0,85.15,1758695.66
Greenbushes Lithium,2025-09-03,Gold,23284.95,452260.23,0,97.97,3301055.14
Olympic Dam,2025-05-29,Copper,46696.34,265164.48,0,93.45,6620035.4
Hunter Coal,2025-09-03,Copper,36968.98,314997.5,0,87.84,5241009.39
Olympic Dam,2026-01-30,Lithium,23851.56,119719.86,0,97.87,3381382.17
Hunter Coal,2025-01-05,Coal,28277.25,100938.99,0,97.81,4008802.32
Kalgoorlie Gold,2025-07-03,Copper,8789.59,197919.95,0,98.85,1246080.46
Greenbushes Lithium,2025-01-20,Coal,49305.92,372233.24,0,97.24,6989989.71
Hunter Coal,2026-03-01,Iron Ore,34988.33,148505.96,0,98.97,4960217.08
Pilbara Iron,2025-02-15,Coal,17843.18,145504.78,0,88.43,2529587.61
Pilbara Iron,2025-01-12,Gold,31361.38,264384.24,0,96.79,4446032.51
Hunter Coal,2025-03-11,Gold,9926.71,359134.82,0,96.52,1407287.42
Hunter Coal,2025-01-17,Copper,48462.65,384828.8,0,88.23,6870441.21
Hunter Coal,2026-01-06,Coal,12865.32,171380.27,0,86.38,1823887.57
Pilbara Iron,2025-05-27,Copper,34161.36,131835.26,0,98.71,4842979.4
Pilbara Iron,2025-06-03,Lithium,16045.45,476158.81,0,89.14,2274727.46
Hunter Coal,2025-10-31,Gold,37290.26,204266.55,0,97.19,5286556.53
Olympic Dam,2025-04-18,Copper,39956.96,441338.6,0,85.06,5664608.61
Olympic Dam,2025-08-24,Lithium,35303.89,445396.58,2,85.29,5004953.31
Kalgoorlie Gold,2025-11-04,Copper,32652.48,409009.04,0,91.52,4629068.86
Greenbushes Lithium,2025-12-18,Coal,45161.11,167533.44,0,88.34,6402389.29
Olympic Dam,2025-03-11,Coal,8538.2,428720.58,0,94.66,1210441.47
Pilbara Iron,2025-07-02,Coal,19891.16,407700.22,0,92.92,2819925.15
Olympic Dam,2025-09-07,Coal,16172.94,338689.2,0,86.08,2292801.43
Kalgoorlie Gold,2025-08-16,Iron Ore,49460.63,234880.81,0,87.28,7011922.6
Kalgoorlie Gold,2025-04-12,Lithium,22522.54,205003.44,0,90.43,3192969.99
